Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
70045,Histone Methyltransferase SETD1A Induces Epithelial-Mesenchymal Transition to Promote Invasion and Metastasis Through Epigenetic Reprogramming of Snail in Gastric Cancer,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;(HSC) Medicine - Gastroenterology;,"Department of General Surgery, Shanghai Ninth People’s Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Department of Gynecology and Obstetrics, Shanghai Ninth People’s Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Department of Obstetrics and Gynecology, Affiliated Suzhou Hospital of Nanjing Medical University, Suzhou, China;",Frontiers in Cell and Developmental Biology,Frontiers,China,Jugang Wu;Hongjuan Chai;Haiyan Shan;Chunpeng Pan;Xin Xu;Wenpei Dong;Jiwei Yu;Yan Gu,,Research Article;,2025-06-12,10.3389/fcell.2025.1639674,40584965.0,2021-06-06,10.3389/fcell.2021.657888,34164392.0,Retraction,Concerns/Issues about Data;Investigation by Journal/Publisher;Investigation by Third Party;,No,See also: https://pubpeer.com/publications/A3EED953829C11BBE687CBD057F26B
70041,Apolipoprotein E-Mimetic Peptide COG1410 Promotes Autophagy by Phosphorylating GSK-3β in Early Brain Injury Following Experimental Subarachnoid Hemorrhage,(BLS) Biology - Cellular;(BLS) Genetics;(HSC) Medicine - Cardiovascular;(HSC) Medicine - Neurology;,"Department of Neurosurgery, The Affiliated Hospital of Southwest Medical University, Luzhou, China; Department of Neurosurgery, The First Affiliated Hospital of Chongqing Medical University, Chongqing, China; Department of Neurosurgery, Luzhou People's Hospital, Luzhou, China; Medicine, Duke University Medical Center, Durham, NC, United States;",Frontiers in Neuroscience,Frontiers,China;United States,Xinshen Li;Jianhua Peng;Jinwei Pang;Yue Wu;Xueping Huang;Yong Li;Jian Zhou;Long Gu;Xiaochuan Sun;Ligang Chen;Michael P Vitek;Yong Jiang,,Research Article;,2025-06-13,10.3389/fnins.2025.1642430,40584875.0,2018-03-04,10.3389/fnins.2018.00127,29556174.0,Retraction,Concerns/Issues about Data;Investigation by Journal/Publisher;Original Data and/or Images not Provided and/or not Available;Unreliable Results and/or Conclusions;,No,
70034,EZH2-Mediated microRNA-375 Upregulation Promotes Progression of Breast Cancer via the Inhibition of FOXO1 and the p53 Signaling Pathway,(BLS) Biology - Molecular;(HSC) Medicine - Oncology;,"Department of Breast Surgery, The First Hospital of Jilin University, Changchun, China; Department of Pathology, The First Hospital of Jilin University, Changchun, China; The Second Department of Breast Surgery, Jilin Cancer Hospital, Changchun, China;",Frontiers in Genetics,Frontiers,China,Xin Guan;Aiping Shi;Yabin Zou;Meiyang Sun;Yue Zhan;Yi Dong;Zhimin Fan,,Research Article;,2025-07-07,10.3389/fgene.2025.1655052,40697539.0,2021-03-28,10.3389/fgene.2021.633756,33854524.0,Retraction,Concerns/Issues about Image;Investigation by Journal/Publisher;Investigation by Third Party;,No,See also: https://pubpeer.com/publications/5060D62F6BB592C849C05C9A99B3EA
69993,Rosiglitazone Exerts an Anti-depressive Effect in Unpredictable Chronic Mild-Stress-Induced Depressive Mice by Maintaining Essential Neuron Autophagy and Inhibiting Excessive Astrocytic Apoptosis,(BLS) Biology - Cellular;(HSC) Medicine - Neurology;(HSC) Medicine - Pharmacology;(HSC) Medicine - Psychiatry;,"Neuroprotective Drug Discovery Key Laboratory, Department of Pharmacology, Nanjing Medical University Nanjing, China; Neuroprotective Drug Discovery Key Laboratory, Department of Forensic Medicine, Nanjing Medical University Nanjing, China;",Frontiers in Molecular Neuroscience,Frontiers,China,Zhan Zhao;Ling Zhang;Xudong Guo;Lulu Cao;Tengfei Xue;Xiaojie Zhao;Dandan Yang;Jin Yang;Juan Ji;Jiye Huang;Xiulan Sun,,Research Article;,2025-07-30,10.3389/fnmol.2025.1673288,40822326.0,2017-09-13,10.3389/fnmol.2017.00293,28959186.0,Retraction,Duplication of/in Image;Error in Image;Investigation by Journal/Publisher;Original Data and/or Images not Provided and/or not Available;Unreliable Data;Unreliable Results and/or Conclusions;,No,
69974,The Variation of Nasal Microbiota Caused by Low Levels of Gaseous Ammonia Exposure in Growing Pigs,(BLS) Microbiology;(BLS) Toxicology;(HSC) Medicine - Pulmonology;(HSC) Veterinary Science;,"Department of Animal Nutrition and Feed Science, College of Animal Science and Technology, Huazhong Agricultural University, Wuhan, China;",Frontiers in Microbiology,Frontiers,China,Tongxin Wang;Qiongyu He;Weilei Yao;Yafei Shao;Ji Li;Feiruo Huang,,Research Article;,2025-09-07,10.3389/fmicb.2025.1697759,40988853.0,2019-05-15,10.3389/fmicb.2019.01083,31156592.0,Retraction,Concerns/Issues about Article;Investigation by Journal/Publisher;Investigation by Third Party;Objections by Author(s);Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/0A4A9B8FBDDBBFE4696A18B27C4C3F
69961,Heterotypic neutrophil-in-tumor structure: A novel pathological feature first discovered in the tissues of OPSCC,(BLS) Biology - Cellular;(HSC) Medicine - Immunology;(HSC) Medicine - Oncology;(HSC) Medicine - Pathology;,"Department of Head Neck and Thyroid Surgery, Affiliated Cancer Hospital of Zhengzhou University, Henan Cancer Hospital, Zhengzhou, China; Department of Nephrology, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China; Department of Pathology, Affiliated Cancer Hospital of Zhengzhou University, Henan Cancer Hospital, Zhengzhou, China; Department of Anatomy, Zhengzhou University, Zhengzhou, China;",Frontiers in Oncology,Frontiers,China,Jie Fan;Peng Li;Qigen Fang;Yang Yang;He Zhang;Wei Du;Shanting Liu;Ruihua Luo,,Research Article;,2025-09-10,10.3389/fonc.2025.1699151,41018080.0,2022-08-15,10.3389/fonc.2022.807597,36052249.0,Retraction,Concerns/Issues about Data;Investigation by Journal/Publisher;Original Data and/or Images not Provided and/or not Available;Unreliable Data;Unreliable Results and/or Conclusions;Upgrade/Update of Prior Notice(s);,No,See also: https://pubpeer.com/publications/459E8C7BFAE758E044A574C267B9CC
69959,"Screening Strategy of Active Pulmonary Tuberculosis in Sheltered Homeless People in Marseille, 2019",(HSC) Biostatistics/Epidemiology;(HSC) Medicine - Infectious Disease;(HSC) Public Health and Safety;,"Aix Marseille Univ, IRD, AP-HM, SSA, VITROME, Marseille, France; IHU-Méditerranée Infection, Marseille, France; Centres de Lutte Antituberculeuse, Marseille, France; Family Medicine Department, Thai Binh University of Medicine and Pharmacy, Vietnam; VITROME, Campus International IRD-UCAD de l'IRD, Dakar, Senegal; Pneumology Department, Thai Binh University of Medicine and Pharmacy, Vietnam; Aix Marseille Univ, MEPHI, Marseille, France;",Journal of Epidemiology and Global Health,Springer - Nature Publishing Group,France;Senegal;Vietnam,Tran Duc Anh Ly;Floriane Holi-Jamovski;Van Thuan Hoang;Ndiaw Goumballa;Meriem Louni;Thi Loi Dao;Michel Drancourt;Philippe Gautret,,Research Article;,2026-03-20,10.1007/s44197-026-00539-6,41860682.0,2020-10-15,10.2991/jegh.k.201009.001,33605113.0,Retraction,Concerns/Issues about Human Subject Welfare;Investigation by Journal/Publisher;Investigation by Third Party;Lack of IRB/IACUC Approval and/or Compliance;Objections by Author(s);,No,See also: https://pubpeer.com/publications/1C170BB8408845ECEA835A87E0A021
69927,"RAB31 Targeted by MiR-30c-2-3p Regulates the GLI1 Signaling Pathway, Affecting Gastric Cancer Cell Proliferation and Apoptosis",(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;(HSC) Medicine - Oncology;,"Division of Gastroenterology and Hepatology, Key Laboratory of Gastroenterology and Hepatology, Ministry of Health, Shanghai Institute of Digestive Disease, Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, China; Department of Digestive Endoscopy, Provincial Clinic Medical College, Fujian Medical University, Fujian Provincial Hospital, Fuzhou, China;",Frontiers in Oncology,Frontiers,China,Chao-Tao Tang;Qian Liang;Li Yang;Xiao-Lu Lin;Shan Wu;Yong Chen;Xin-Tian Zhang;Yun-Jie Gao;Zhi-Zheng Ge,,Research Article;,2025-10-03,10.3389/fonc.2025.1713927,41114346.0,2018-11-26,10.3389/fonc.2018.00554,30534536.0,Retraction,Concerns/Issues about Image;Investigation by Journal/Publisher;Original Data and/or Images not Provided and/or not Available;Unreliable Results and/or Conclusions;,No,
69926,Olanzapine-Induced Activation of Hypothalamic Astrocytes and Toll-Like Receptor-4 Signaling via Endoplasmic Reticulum Stress Were Related to Olanzapine-Induced Weight Gain,(BLS) Biology - Cellular;(HSC) Medicine - Endocrinology;(HSC) Medicine - Pharmacology;,"School of Chemistry, Chemical Engineering and Life Sciences, Wuhan University of Technology, Wuhan, China; School of Medicine and Molecular Horizons, University of Wollongong, Wollongong, NSW, Australia; Beijing HuiLongGuan Hospital, Peking University, Beijing, China; State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, Wuhan University of Technology, Wuhan, China;",Frontiers in Neuroscience,Frontiers,Australia;China,Meng He;Kun Qian;Ying Zhang;Xu-Feng Huang;Chao Deng;Baohua Zhang;Guanbin Gao;Jing Li;Hao Xie;Taolei Sun,,Research Article;,2025-10-03,10.3389/fnins.2025.1713245,41113436.0,2021-01-13,10.3389/fnins.2020.589650,33584172.0,Retraction,Concerns/Issues about Image;Investigation by Journal/Publisher;Original Data and/or Images not Provided and/or not Available;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/C924FCBA624E835865F0B52F7E0E84
69918,Asthmatic Airway Vagal Hypertonia Involves Chloride Dyshomeostasis of Preganglionic Neurons in Rats,(BLS) Biology - Cellular;(HSC) Medicine - Neurology;(HSC) Medicine - Pulmonology;,"Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Fudan University, Shanghai, China;",Frontiers in Neuroscience,Frontiers,China,Ding He;Hong Chen;Ming Zeng;Chunmei Xia;Jin Wang;Linlin Shen;Danian Zhu;Yonghua Chen;Jijiang Wang,,Research Article;,2025-10-03,10.3389/fnins.2025.1713810,41113440.0,2020-01-31,10.3389/fnins.2020.00031,32082109.0,Retraction,Concerns/Issues about Image;Investigation by Journal/Publisher;Original Data and/or Images not Provided and/or not Available;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/34C43C6588C8878A1DB71104CC8F86
69917,miR-335 Targets LRRK2 and Mitigates Inflammation in Parkinson’s Disease,(BLS) Biology - Molecular;(BLS) Genetics;(HSC) Medicine - Immunology;(HSC) Medicine - Neurology;,"Research Institute for Medicines (iMed.ULisboa), Faculty of Pharmacy, Universidade de Lisboa, Lisbon, Portugal; Instituto de Medicina Molecular João Lobo Antunes, Faculdade de Medicina, Universidade de Lisboa, Lisbon, Portugal; Department of Neuroscience and Mental Health, Neurology, Hospital de Santa Maria, Centro Hospitalar Universitário Lisboa Norte, Lisbon, Portugal; Laboratory of Clinical Pharmacology and Therapeutics, Faculdade de Medicina, Universidade de Lisboa, Lisbon, Portugal;",Frontiers in Cell and Developmental Biology,Frontiers,Portugal,Sara R Oliveira;Pedro A Dionísio;Maria M Gaspar;Leonor Correia Guedes;Miguel Coelho;Mário M Rosa;Joaquim J Ferreira;Joana D Amaral;Cecília M P Rodrigues,,Research Article;,2025-10-06,10.3389/fcell.2025.1712881,41122351.0,2021-06-15,10.3389/fcell.2021.661461,34211970.0,Retraction,Concerns/Issues about Image;Investigation by Journal/Publisher;,No,See also: https://pubpeer.com/publications/9E94BF1103FBE81A14979FFC5E06D4
69916,HIF-1α Affects the Neural Stem Cell Differentiation of Human Induced Pluripotent Stem Cells via MFN2-Mediated Wnt/β-Catenin Signaling,(BLS) Biology - Cellular;(BLS) Biology - Molecular;(BLS) Genetics;(HSC) Medicine - Neurology;,"Institute of Precision of Medicine, Peking University Shenzhen Hospital, Shenzhen, China; Department of Hematology, Peking University Shenzhen Hospital, Shenzhen, China; Department of Biochemistry, University of Texas Southwestern Medical Center, Dallas, TX, United States; Department of Oncology, Peking University Shenzhen Hospital, Shenzhen, China; Central Laboratory, Peking University Shenzhen Hospital, Shenzhen, China; School of Basic Medical Sciences, Peking University, Beijing, China; Department of Thoracic Surgery, Peking University Shenzhen Hospital, Shenzhen, China; Institute of Systems Biomedicine, Department of Pathology, School of Basic Medical Sciences, Peking-Tsinghua Center for Life Sciences, Peking University Health Science Center, Beijing, China;",Frontiers in Cell and Developmental Biology,Frontiers,China;United States,Peng Cui;Ping Zhang;Lin Yuan;Li Wang;Xin Guo;Guanghui Cui;Yanmin Zhang;Minghua Li;Xiaowei Zhang;Xiaoqiang Li;Yuxin Yin;Zhendong Yu,,Research Article;,2025-10-06,10.3389/fcell.2025.1712886,41122354.0,2021-06-21,10.3389/fcell.2021.671704,34235146.0,Retraction,Concerns/Issues about Image;Investigation by Journal/Publisher;,No,See also: https://pubpeer.com/publications/FBA9DBC6D117B546C68FBAA621194B
69907,Ikzf2 Regulates the Development of ICOS+ Th Cells to Mediate Immune Response in the Spleen of S. japonicum-Infected C57BL/6 Mice,(BLS) Genetics;(BLS) Parasitology;(HSC) Medicine - Immunology;(HSC) Medicine - Infectious Disease;,"Department of Infectious Diseases, Key Laboratory for Major Obsteric Diseases of Guangdong Province, The Third Affiliated Hospital of Guangzhou Medical University, Guangzhou, China; State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, China; Biological Resource Center, The Second Affiliated Hospital of Guangzhou University of Chinese Medicine, Guangzhou, China; College of Pharmacy, Guangzhou Medical University, Guangzhou, China; Key Laboratory of Immunology, Sino-French Hoffmann Institute, Guangzhou Medical University, Guangzhou, China;",Frontiers in Immunology,Frontiers,China,Shihao Xie;Haixia Wei;Anping Peng;Anqi Xie;Jiajie Li;Chao Fang;Feihu Shi;Quan Yang;He Huang;Hongyan Xie;Xingfei Pan;Xu Tian;Jun Huang,,Research Article;,2025-10-07,10.3389/fimmu.2025.1717665,41132672.0,2021-08-11,10.3389/fimmu.2021.687919,34475870.0,Retraction,Concerns/Issues about Data;Investigation by Journal/Publisher;Investigation by Third Party;Objections by Author(s);Original Data and/or Images not Provided and/or not Available;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/927D5597A1B03A8611C8F7AB92B667
69906,Klotho Gene and Protein in Human Placentas According to Birth Weight and Gestational Age,(BLS) Biology - Molecular;(BLS) Genetics;(HSC) Medicine - Endocrinology;(HSC) Medicine - Obstetrics/Gynecology;,"School of Medicine, Maternal and Child Research Institute (IDIMI), University of Chile, Santiago, Chile; Biomedical Research Centre, School of Medicine, University of Valparaíso, Valparaíso, Chile; Neonatology Unit, San Borja Arriarán Clinical Hospital, Santiago, Chile; Pathology Unit, San Borja Arriarán Clinical Hospital, Santiago, Chile;",Frontiers in Endocrinology,Frontiers,Chile,Germán Iñiguez;Pedro Gallardo;Juan Jose Castro;Rene Gonzalez;Mirna Garcia;Elena Kakarieka;Sebastian San Martin;Maria Cecilia Johnson;Verónica Mericq;Fernando Cassorla,,Research Article;,2025-10-08,10.3389/fendo.2025.1717791,41141351.0,2019-01-14,10.3389/fendo.2018.00797,30697189.0,Retraction,Concerns/Issues about Image;Investigation by Journal/Publisher;Investigation by Third Party;Objections by Author(s);Original Data and/or Images not Provided and/or not Available;Unreliable Data;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/C98A14A23776057FD6D40599A4C14A
69903,Mast Cells in Skin Scarring: A Review of Animal and Human Research,(BLS) Biology - Cellular;(HSC) Medicine - Dermatology;(HSC) Medicine - Immunology;,"Plastic and Reconstructive Surgery Research, Centre for Dermatology Research, NIHR Manchester Biomedical Research Centre, University of Manchester, Manchester, United Kingdom; Department of Pathology, Wexner Medical Center, The Ohio State University, Columbus, OH, United States; MRC-SA Wound Healing Unit, Division of Dermatology, University of Cape Town, Cape Town, South Africa;",Frontiers in Immunology,Frontiers,South Africa;United Kingdom;United States,Sara Ud-Din;Traci A Wilgus;Ardeshir Bayat,,Review Article;,2025-10-15,10.3389/fimmu.2025.1720677,41181140.0,2020-09-29,10.3389/fimmu.2020.552205,33117341.0,Retraction,Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Investigation by Third Party;Unreliable Data;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/C387FCF84889570C7389937A0CD422
69893,Role of Alterations in Protein Kinase p38γ in the Pathogenesis of the Synaptic Pathology in Dementia With Lewy Bodies and α-Synuclein Transgenic Models,(BLS) Biology - Molecular;(HSC) Medicine - Neurology;,"Laboratory of Neurogenetics, Molecular Neuropathology Section, National Institute on Aging, National Institutes of Health, Bethesda, MD, United States; Department of Neurosciences, University of California, San Diego, La Jolla, CA, United States; Division of Neuroscience, National Institute on Aging, National Institutes of Health, Bethesda, MD, United States;",Frontiers in Neuroscience,Frontiers,United States,Michiyo Iba;Changyoun Kim;Jazmin Florio;Michael Mante;Anthony Adame;Edward Rockenstein;Somin Kwon;Robert Rissman;Eliezer Masliah,,Research Article;,2025-10-16,10.3389/fnins.2025.1721408,41189747.0,2020-03-30,10.3389/fnins.2020.00286,32296304.0,Retraction,Duplication of/in Image;Investigation by Journal/Publisher;Investigation by Third Party;Objections by Author(s);Unreliable Data;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/C1EBBB24EEBF6D34122F8F13D745EB
69884,LINC00346 Acts as a Competing Endogenous RNA Regulating Development of Hepatocellular Carcinoma via Modulating CDK1/CCNB1 Axis,(BLS) Biology - Molecular;(BLS) Genetics;(HSC) Medicine - Oncology;,"Department of Hepatology, The First Hospital of Jilin University, Changchun, China; Department of Hepatobiliary and Pancreatic Surgery, The First Hospital of Jilin University, Changchun, China;",Frontiers in Bioengineering and Biotechnology,Frontiers,China,Jinglan Jin;Hongqin Xu;Wanyu Li;Xiaotong Xu;Huan Liu;Feng Wei,,Research Article;,2025-11-06,10.3389/fbioe.2025.1736532,41280647.0,2020-02-17,10.3389/fbioe.2020.00054,32133348.0,Retraction,Concerns/Issues about Data;Investigation by Journal/Publisher;Investigation by Third Party;Original Data and/or Images not Provided and/or not Available;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/92186F712CDA9C44B4C66D552C0A3A
69882,Circular Ribonucleic Acid circFTO Promotes Angiogenesis and Impairs Blood–Retinal Barrier Via Targeting the miR-128-3p/Thioredoxin Interacting Protein Axis in Diabetic Retinopathy,(BLS) Biology - Molecular;(BLS) Genetics;(HSC) Medicine - Diabetes;(HSC) Medicine - Ophthalmology;,"Department of Endocrinology and Metabolism, The Second Hospital of Shanxi Medical University, Taiyuan, China; Department of Oncology, The Second Hospital of Shanxi Medical University, Taiyuan, China; Department of Endocrinology and Metabolism, Shanxi Bethune Hospital, Shanxi Academy of Medical Sciences, Taiyuan, China; Shanxi Medical University, Taiyuan, China; Shanxi Medical University, Jinzhong, China;",Frontiers in Molecular Biosciences,Frontiers,China,Jianjin Guo;Feng Xiao;Wei Ren;Yikun Zhu;Qiujing Du;Qian Li;Xing Li,,Research Article;,2025-11-17,10.3389/fmolb.2025.1727243,41473785.0,2021-08-03,10.3389/fmolb.2021.685466,34422901.0,Retraction,Concerns/Issues about Data;Euphemisms for Plagiarism;Investigation by Journal/Publisher;Investigation by Third Party;Original Data and/or Images not Provided and/or not Available;Plagiarism of Image;Unreliable Data;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/A07277CA8946F1F5D2055C3F48A4CF
69881,LRP6 Knockdown Ameliorates Insulin Resistance via Modulation of Autophagy by Regulating GSK3β Signaling in Human LO2 Hepatocytes,(BLS) Biology - Cellular;(BLS) Biology - Molecular;(HSC) Medicine - Endocrinology;,"Department of Obstetrics and Gynaecology, Shandong Provincial Hospital Affiliated to Shandong University, Jinan, China; Department of Obstetrics and Gynecology, The First Affiliated Hospital of Chongqing Medical University, Chongqing, China; Maternal and Child Health Care of Shandong Province, Jinan, China; Key Laboratory of Birth Regulation and Control Technology of National Health and Family Planning Commission of China, Jinan, China;",Frontiers in Endocrinology,Frontiers,China,Lei Li;Jing Xue;Jipeng Wan;Qian Zhou;Shan Wang;Yu Zhou;Heyong Zhao;Xietong Wang,,Research Article;,2025-11-26,10.3389/fendo.2025.1751575,41393277.0,2019-02-11,10.3389/fendo.2019.00073,30809197.0,Retraction,Concerns/Issues about Image;Investigation by Journal/Publisher;Investigation by Third Party;,No,See also: https://pubpeer.com/publications/9F5D6801ECDCF45A81C62CB1C9BC48
